BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,BrewMethod
40974,Blue corn Irish Cream Ale,Irish Cream Ale,13.25,1.044,1.01,4.42,97.61,2.99,16.66,60,1.035,65,BIAB
38328,Irish Red,Irish Red Ale,13.25,1.053,1.013,5.34,21.53,19.51,17.03,60,1.042,80,BIAB
1646,Red X Lager,Irish Lager,13.25,1.048,1.011,4.89,34.25,11.87,17.03,60,1.037,78,BIAB
16573,Vienna,Irish Lager,13.25,1.051,1.009,5.51,25.79,9.32,17.03,60,1.039,75,BIAB
15971,Moon Hooch,Irish Pale Ale,13.25,1.054,1.011,5.69,20.18,7.77,18.93,90,1.038,75,All Grain
53446,St Pattys Irish Dry Stout,Irish Dry Stout,13.25,1.053,1.014,5.14,36.36,38.06,18.93,90,1.034,74,BIAB
5154,Blarney Honey Red Ale,Irish Red Ale,13.25,1.061,1.014,6.17,27,15.88,18.93,60,1.043,72,BIAB
37816,Jala-Cream-Yo Ale MK2,Irish Cream Ale,13.25,1.055,1.014,5.42,15.66,3.55,18.93,60,1.038,70,BIAB
60104,Screamer,Irish Cream Ale,13.25,1.044,1.01,4.51,19.71,3.93,18.93,90,1.031,70,BIAB
36610,Easy Irish Cream Ale,Irish Cream Ale,13.25,1.053,1.012,5.48,22.42,3.66,18.93,60,1.037,65,BIAB
12448,Hacienda Lager 3.5g,Irish Lager,13.25,1.044,1.012,4.31,20.69,7.19,20.82,90,1.028,70,BIAB
10191,2 - Vienna Lager,Irish Lager,13.5,1.048,1.008,5.29,24.99,9.84,16.5,90,1.039,65,All Grain
29257,Irish red,Irish Red Ale,14,1.049,1.012,4.82,20.8,15.86,8,60,1.086,80,extract
942,Belgian Pale Ale,Irish Pale Ale,14,1.053,1.013,5.26,22.56,8.6,17,60,1.044,79,BIAB
69272,Extra Stout,Irish Extra Stout,14,1.064,1.016,6.33,51.44,25.71,17,60,1.053,75,BIAB
30864,Rafa Vienna Lager 8,Irish Lager,14,1.049,1.009,5.25,29.84,10.24,18,90,1.038,69,All Grain
39193,Hello Darkness,Irish Extra Stout,14,1.056,1.01,6.1,38.11,44.97,19,90,1.041,72,BIAB
18245,Irish Cream Ale,Irish Cream Ale,14,1.048,1.009,5.13,19.06,3.24,19.5,60,1.035,70,BIAB
71956,Vienna lager,Irish Lager,14,1.052,1.012,5.24,24.05,11.26,22,60,1.033,65,All Grain
66590,Ethen Irish Cream Ale(GF),Irish Cream Ale,14.3,1.048,1.012,4.76,17.25,3.88,18.81,60,1.036,70,All Grain
42082,Radagast the Brown,Irish Pale Ale,14.5,1.049,1.012,4.84,28.98,7.41,17.4,70,1.04,81,All Grain
69340,Smithwick's Red,Irish Red Ale,14.5,1.045,1.012,4.33,18.92,16.76,19.8,60,1.033,74,BIAB
46744,Whatever's left in the pantry I,Irish Pale Ale,15,1.056,1.016,5.33,32.96,13.76,12,60,1.057,70,BIAB
58400,Vienna pilsner dry hop,Irish Lager,15,1.046,1.012,4.55,0,13.38,15,60,1.046,70,BIAB
39965,Mikklan Irish Cream Ale,Irish Cream Ale,15,1.05,1.01,5.28,20.02,4.45,18,60,1.042,75,All Grain
39839,Jelleke Pellelleke,Irish Pale Ale,15,1.067,1.02,6.27,29.4,9.06,18,75,1.048,70,All Grain
51498,Ivn bier nigga,Irish Pale Ale,15,1.078,1.018,8.39,25.34,12.47,18,60,1.065,68,All Grain
62867,La Necker,Irish Pale Ale,15,1.07,1.015,7.16,20.77,12.7,18.5,90,1.057,70,All Grain
70694,IES test,Irish Extra Stout,15,1.059,1.016,5.62,42.12,30.24,19,60,1.047,70,All Grain
39199,X . X    Cheer You Up    X . X,Irish Pale Ale,15,1.058,1.009,6.46,24.62,4.86,19.5,60,1.045,80,All Grain
50380,Irish red,Irish Red Ale,15,1.048,1.014,4.48,19.74,18.77,20,60,1.036,73,All Grain
67401,Irish Red,Irish Red Ale,15,1.046,1.011,4.51,27.14,16.14,20,60,1.034,70,BIAB
43812,Leon Demon,Irish Pale Ale,15,1.062,1.011,6.7,76.15,5.36,20,60,1.046,70,BIAB
64392,Just A Stout,Irish Dry Stout,15,1.04,1.008,4.25,33.96,32.32,21,60,1.028,70,All Grain
32386,Champale Ale,Irish Pale Ale,15,1.055,1.004,6.69,38.17,6.7,21,60,1.04,70,BIAB
41044,Champale Ale v2,Irish Pale Ale,15,1.06,1.005,7.18,43.17,7.41,21,60,1.043,70,BIAB
60907,Hei ¯l frÂ Gjesdal,Irish Pale Ale,15,1.051,1.013,5.04,33.58,9.67,22,90,1.035,70,All Grain
36530,IPA,Irish Red Ale,15,1.042,1.009,4.24,42.39,10.77,22.5,60,1.028,66,BIAB
7184,'t Kliekske,Irish Red Ale,15,1.057,1.014,5.72,26.95,17.15,23,65,1.037,81,All Grain
32535,Raubeoir why not,Irish Red Ale,15,1.053,1.013,5.18,25.33,16.86,24,90,1.033,75,All Grain
60517,Vienna Lager I,Irish Lager,15,1.052,1.013,5.1,23.56,13.1,28.5,60,1.027,73,All Grain
43035,Saison2,Irish Pale Ale,15,1.047,1.006,5.43,24.43,8.25,28.5,60,1.025,70,All Grain
49710,Galveston Amber Lager,Irish Lager,15.14,1.049,1.01,5.14,25.2,11.76,13.25,60,1.056,70,All Grain
26016,Irish Cream Ale,Irish Cream Ale,15.14,1.048,1.009,5.21,22.7,2.92,17.03,60,1.043,70,All Grain
2503,Polka dotted bovine,Irish Cream Ale,15.14,1.049,1.014,4.61,18.85,4.52,17.98,60,1.041,80,BIAB
30189,Belgian Pale 2,Irish Pale Ale,15.14,1.051,1.009,5.4,47.65,6.26,17.98,60,1.043,62,All Grain
35097,Irish Red Ale,Irish Red Ale,15.14,1.058,1.014,5.75,19.49,15.73,18.13,60,1.048,65,BIAB
43967,Silly Irish Cream Ale,Irish Cream Ale,15.14,1.048,1.012,4.73,13.7,3.24,18.93,60,1.038,70,BIAB
22130,Carahell Quad,Irish Pale Ale,15.14,1.072,1.007,8.44,30.5,10.59,18.93,60,1.057,70,All Grain
53459,Irish Stout,Irish Dry Stout,15.14,1.043,1.012,4.17,17.15,33.89,19.87,60,1.033,75,BIAB
51190,Dry Stout 1,Irish Dry Stout,15.14,1.043,1.011,4.12,26.91,38.12,20.82,60,1.031,75,All Grain
48667,Wiener Schnauze,Irish Lager,15.14,1.052,1.011,5.33,17.41,4.09,20.82,90,1.038,68,BIAB
16452,SchuBrew Irish Cream Ale II,Irish Cream Ale,15.14,1.052,1.014,4.88,22.51,3.39,20.82,60,1.038,65,BIAB
11699,Irish Cream Ale,Irish Cream Ale,15.14,1.053,1.018,4.56,23.46,2.91,22.71,60,1.026,70,Partial Mash
18724,Glacial Drumlin Irish Cream Ale,Irish Cream Ale,15.14,1.051,1.009,5.52,19.39,2.86,22.71,90,1.034,70,BIAB
66433,Red Christmas,Irish Red Ale,15.14,1.053,1.013,5.34,28.85,18.73,24.61,60,1.033,75,BIAB
4668,All Grain Irish Red,Irish Red Ale,15.14,1.055,1.013,5.47,22.37,14.41,28.39,60,1.029,70,All Grain
62310,Buda Ale,Irish Cream Ale,15.5,1.055,1.011,5.81,24.42,4.36,18,60,1.048,78,BIAB
16124,Olleke Bolleke,Irish Pale Ale,15.5,1.047,1.011,4.81,27.24,10.79,20,60,1.037,73,All Grain
69643,Cream of Some Young Ethopian,Irish Cream Ale,15.9,1.057,1.012,5.91,41.75,4.75,20.06,60,1.045,68,BIAB
19812,Banana-split,Irish Cream Ale,16,1.058,1.017,5.5,17.94,3.75,18,60,1.049,65,All Grain
62808,Ment·s Stout,Irish Extra Stout,16,1.061,1.015,5.97,38.54,37.11,19,60,1.051,70,All Grain
65258,Colum and John's IRA,Irish Red Ale,16,1.05,1.012,4.96,25.59,13.69,20,60,1.04,66,All Grain
65428,Vienna Rabbit,Irish Lager,16.09,1.049,1.009,5.2,26.65,11.63,11.36,60,1.069,70,Partial Mash
45381,Irish Cream Ale,Irish Cream Ale,16.09,1.042,1.007,4.59,17.21,3.73,20.82,60,1.033,70,BIAB
10961,Colonial Porter,Irish Red Ale,16.09,1.091,1.022,9.04,47.17,35.87,28.39,90,1.052,66,All Grain
26529,Smoked Red Ale,Irish Red Ale,16.5,1.059,1.012,6.2,39.96,24.08,25.5,60,1.035,61,BIAB
42962,Rye Taras,Irish Pale Ale,16.7,1.042,1.007,4.48,41.81,3,18,60,1.039,69,BIAB
52568,Lager,Irish Lager,17,1.05,1.009,5.42,20.26,5.82,19,60,1.045,75,All Grain
20411,Wiener Dampf,Irish Lager,17,1.05,1.009,5.39,28.5,9.43,20,70,1.043,78,All Grain
65664,Irish red ale,Irish Red Ale,17,1.043,1.012,4.1,26.35,14.15,23,60,1.032,70,All Grain
25658,Irish Red Ale,Irish Red Ale,17,1.059,1.015,5.78,17.99,13.66,23,60,1.043,65,All Grain
31628,Vienna Lager,Irish Lager,17,1.048,1.012,4.7,33.19,6.36,28.5,90,1.029,70,BIAB
53284,Red Ale 1.1,Irish Red Ale,17.03,1.056,1.014,5.59,27.75,16.68,20.82,60,1.046,68,All Grain
14625,Irish Cream Ale,Irish Cream Ale,17.03,1.052,1.012,5.34,19.7,3.74,20.82,60,1.042,65,All Grain
12579,Apricot Cream Tart,Irish Cream Ale,17.03,1.054,1.016,5.04,35.91,6.48,22.71,60,1.041,75,All Grain
22886,Awesome Recipe,Irish Red Ale,17.03,1.057,1.013,5.72,32.43,15.1,22.71,60,1.042,75,All Grain
52925,Dry Irish,Irish Dry Stout,17.03,1.057,1.014,5.59,38.41,35.39,22.71,60,1.043,73,All Grain
57992,Saison Reuse,Irish Pale Ale,17.03,1.057,1.012,5.85,11.65,3.92,22.71,60,1.043,70,All Grain
64592,Berries and Cream,Irish Cream Ale,17.03,1.049,1.012,4.84,11.06,3.44,24.61,60,1.034,73,BIAB
61822,Sucker Saison,Irish Pale Ale,17.03,1.068,1.011,7.52,49.35,4.46,25.36,60,1.046,71,BIAB
14599,Irish Red AleMardi Gras,Irish Red Ale,17.03,1.056,1.014,5.39,19.11,15.2,25.74,60,1.037,65,All Grain
71836,Kraken Irish Cream Ale,Irish Cream Ale,17.34,1.058,1.013,5.86,37.9,8.21,15.14,60,1.066,75,extract
37413,Irish Cream Ale 2016 NHC,Irish Cream Ale,17.98,1.063,1.015,6.36,29.16,6.28,28.39,60,1.04,80,All Grain
2358,Gard og Hallvors Irish red,Irish Red Ale,18,1.061,1.017,5.73,3.41,26.22,5,60,1.042,75,Partial Mash
28194,Amber Ale 2.4,Irish Red Ale,18,1.0523,1.0135,5.2,30.48,7.32,20,60,1.0472,80,All Grain
15661,Vienna Lager,Irish Lager,18,1.052,1.017,4.57,26.74,11.32,20,60,1.047,75,All Grain
64288,Ray Belgian Pale Ale,Irish Pale Ale,18,1.052,1.015,4.89,27.76,9.93,22,60,1.043,70,All Grain
67025,Ethen OatCreamAle(GF),Irish Cream Ale,18,1.049,1.01,5.13,16.28,4.82,22,60,1.04,70,All Grain
4345,Leffe Blond,Irish Pale Ale,18,1.067,1.016,6.62,25.57,4.21,22,60,1.055,68,BIAB
45990,75 - Red X Marks the spot,Irish Red Ale,18,1.048,1.012,4.76,24.65,9.7,22,60,1.04,65,All Grain
50087,Irish red ale,Irish Red Ale,18,1.049,1.012,4.84,23.61,12.67,23,60,1.038,80,All Grain
23793,Xie's No. 2 -Beginner's Belgian Pale Ale,Irish Pale Ale,18,1.057,1.017,5.27,27.77,8.25,25,60,1.041,70,All Grain
4329,Nenna Irish Red Ale,Irish Red Ale,18,1.048,1.012,4.77,22.62,11.02,25,60,1.033,68,All Grain
53550,Nenna IRA Red X,Irish Red Ale,18,1.05,1.012,4.89,24.96,12.63,25,60,1.034,68,All Grain
71134,Breffbeer Belgian pale ale,Irish Pale Ale,18,1.052,1.009,5.72,28.26,11.52,28,60,1.034,65,BIAB
49228,Irish Red Ale,Irish Red Ale,18,1.054,1.01,5.7,22.41,16.94,28.5,60,1.034,70,All Grain
49182,Awesome Recipe,Irish Red Ale,18,1.052,1.012,5.13,24.74,14.18,28.5,75,1.033,70,All Grain
22744,Blinkstefaans blond,Irish Pale Ale,18,1.054,1.015,5.1,27.74,8.79,28.5,60,1.034,65,BIAB
18397,Dry Roast Stout,Irish Dry Stout,18.5,1.042,1.01,4.25,39.62,35.63,28.5,60,1.027,76,All Grain
38145,Dry Irish Stout,Irish Dry Stout,18.9,1.052,1.0124,5.31,40.11,39.01,22.7,60,1.0436,65,All Grain
6966,Mercy Extra Stout,Irish Extra Stout,18.9,1.063,1.017,6.01,37.99,50,23.8,60,1.05,70,All Grain
49086,Candi syrup leffe,Irish Pale Ale,18.9,1.066,1.015,6.7,26.02,4.13,26.5,90,1.047,70,All Grain
53978,Cream of Three Crops,Irish Cream Ale,18.9,1.043,1.008,4.6,18.41,2.48,32.9,90,1.025,75,All Grain
5332,Flat Tire Clone,Irish Pale Ale,18.93,1.051,1.013,5.06,29.94,15.11,9.46,60,1.103,75,extract
32890,Belgian Spiced IPA,Irish Pale Ale,18.93,1.058,1.012,6.09,27.67,4.38,9.46,60,1.05,70,extract
63322,Fury,Irish Cream Ale,18.93,1.055,1.014,5.43,20,4.55,11.36,60,1.092,80,All Grain
52348,Warrior's Brew,Irish Red Ale,18.93,1.046,1.008,4.96,29.4,13.8,11.36,60,1.077,75,Partial Mash
368,Orange Blossom Irish Cream Ale,Irish Cream Ale,18.93,1.056,1.017,5.06,14.74,4.98,11.36,60,1.042,72,Partial Mash
2613,Yuengling Clone,Irish Lager,18.93,1.042,1.01,4.16,15.43,9.91,11.36,60,1.069,70,All Grain
30408,Belgian Golden Ale,Irish Pale Ale,18.93,1.05,1.014,4.81,33.61,6.88,11.36,60,1.083,70,Partial Mash
17464,Belgium Pale Ale - jaysbrewing,Irish Pale Ale,18.93,1.055,1.017,5.1,22.16,5.92,11.36,60,1.092,70,extract
59497,Irish Red....Good as Gold,Irish Red Ale,18.93,1.054,1.015,5.22,21.24,13.28,11.36,60,1.091,70,extract
28568,Belgian Pale Ale,Irish Pale Ale,18.93,1.053,1.012,5.41,22.23,11.98,11.36,60,1.089,70,BIAB
34948,Pileated Red,Irish Red Ale,18.93,1.059,1.017,5.42,14.49,12.5,11.36,60,1.014,70,BIAB
39166,1st Born,Irish Pale Ale,18.93,1.057,1.014,5.57,80.12,5.1,11.36,60,1.094,70,Partial Mash
55868,Flat Tire,Irish Pale Ale,18.93,1.055,1.009,6.24,30.59,14.76,11.36,60,1.092,70,extract
43587,Irish Red Ale,Irish Red Ale,18.93,1.045,1.014,4.1,25.38,10.67,13.25,60,1.064,70,All Grain
42346,Rudolph's Red Nose,Irish Red Ale,18.93,1.047,1.011,4.72,16.57,15.63,13.25,60,1.067,70,Partial Mash
43817,Better Red the n Dead,Irish Red Ale,18.93,1.055,1.014,5.45,27.47,17.26,13.25,60,1.079,70,All Grain
56396,Irish Red Session 2,Irish Red Ale,18.93,1.041,1.011,3.99,26.83,13.31,13.25,60,1.047,65,Partial Mash
45849,American Red,Irish Red Ale,18.93,1.047,1.01,4.86,19.32,9.74,13.25,60,1.067,65,All Grain
21851,Fat Tire Clone,Irish Pale Ale,18.93,1.052,1.014,4.99,25.2,12.45,13.25,60,1.051,65,Partial Mash
7731,Perfect Irish Red,Irish Red Ale,18.93,1.048,1.012,4.75,0,14.33,15.14,60,1.042,75,Partial Mash
59270,Awesome Recipe,Irish Red Ale,18.93,1.048,1.012,4.76,0,12.05,15.14,60,1.06,75,Partial Mash
60818,Dark Irish Cream Ale II,Irish Cream Ale,18.93,1.057,1.012,5.96,25.47,37.01,15.14,60,1.071,75,BIAB
43,Vanilla Caramel Irish Cream Ale,Irish Cream Ale,18.93,1.055,1.014,5.43,33.67,10.08,15.14,60,1.042,70,extract
46552,Late Morning #2,Irish Cream Ale,18.93,1.054,1.012,5.44,15.43,3.45,15.14,60,1.067,65,All Grain
23809,GOIBNIU the Smokey Irish,Irish Red Ale,18.93,1.066,1.015,6.64,21.12,24.01,15.14,60,1.082,65,Partial Mash
5883,Corny Irish Cream Ale,Irish Cream Ale,18.93,1.053,1.012,5.35,21.04,4.33,17.03,60,1.059,70,Partial Mash
3359,Popcorn Irish Cream Ale,Irish Cream Ale,18.93,1.043,1.011,4.23,0,3.17,18.93,60,1.042,78,All Grain
15057,McGreevy's Irish Red,Irish Red Ale,18.93,1.051,1.016,4.6,0,13.54,18.93,60,1.042,75,All Grain
5201,Midwest Supplies Irish Red Ale,Irish Red Ale,18.93,1.047,1.012,4.6,0,14.53,18.93,60,1.042,75,extract
9638,Kevin Turner's Cerveza,Irish Lager,18.93,1.049,1.012,4.83,0,3.63,18.93,60,1.042,75,All Grain
12758,Belgian Pale Ale,Irish Pale Ale,18.93,1.053,1.013,5.2,0,9.91,18.93,60,1.042,75,All Grain
13450,Stephen Shaffner's Recipe,Irish Pale Ale,18.93,1.053,1.013,5.25,0,9.53,18.93,60,1.042,75,extract
10569,Not-So RedBull Ale,Irish Red Ale,18.93,1.065,1.016,5.75,0,19,18.93,60,1.042,75,extract
8847,Brooksie's Irish Red,Irish Red Ale,18.93,1.054,1.01,5.76,0,14.73,18.93,60,1.042,75,Partial Mash
5298,Dr. Morris Jameson's Irish Whiskey Red,Irish Red Ale,18.93,1.059,1.015,5.84,0,16.43,18.93,60,1.042,75,All Grain
4226,Big Ben- Peat Red Ale,Irish Red Ale,18.93,1.064,1.016,6.31,0,16.27,18.93,60,1.042,75,All Grain
12568,Mike Harsch's Red IPA,Irish Red Ale,18.93,1.064,1.016,6.31,0,18.41,18.93,60,1.042,75,All Grain
8796,Red Head Ale,Irish Red Ale,18.93,1.065,1.016,6.34,0,11.69,18.93,60,1.042,75,extract
4730,Pitchfork Belgian Pale Ale,Irish Pale Ale,18.93,1.066,1.016,6.46,0,7.63,18.93,60,1.042,75,Partial Mash
4146,Adam's Mexican Style Vienna Lager,Irish Lager,18.93,1.067,1.017,6.54,0,9.89,18.93,60,1.042,75,All Grain
23954,Joshua Magnuson's Recipe 8,Irish Pale Ale,18.93,1.068,1.017,6.69,0,9.66,18.93,60,1.042,75,Partial Mash
18960,"Irish ""Red""",Irish Red Ale,18.93,1.08,1.023,7.45,0,37.05,18.93,60,1.042,75,All Grain
5717,Belgian IPA- Ragin' Bitch Cloneish,Irish Pale Ale,18.93,1.083,1.021,8.12,0,14.44,18.93,60,1.042,75,All Grain
20585,Pileated Red,Irish Red Ale,18.93,1.059,1.017,5.42,14.49,12.5,18.93,60,1.008,70,Partial Mash
58710,Late Night Cream,Irish Cream Ale,18.93,1.052,1.011,5.42,20,3.41,18.93,60,1.052,70,All Grain
17495,Prohibition,Irish Cream Ale,18.93,1.054,1.011,5.58,16.95,4.64,18.93,60,1.054,70,All Grain
29066,S'More Beer,Irish Extra Stout,18.93,1.069,1.018,6.73,25.11,33.52,18.93,60,1.069,70,All Grain
386,Vanilla Irish Cream Ale - 009,Irish Cream Ale,18.93,1.088,1.02,8.95,38.58,33.19,18.93,60,1.042,70,extract
26971,NB Irish Red,Irish Red Ale,18.93,1.045,1.01,4.55,23.2,15.72,18.93,60,1.045,65,Partial Mash
16683,Floral Irish Cream Ale,Irish Cream Ale,18.93,1.049,1.014,4.62,19.71,3.41,18.93,60,1.049,65,All Grain
7047,Irish Cream Ale,Irish Cream Ale,18.93,1.04,1.01,3.92,0,3.17,19.87,60,1.042,75,Partial Mash
20009,Awesome Recipe,Irish Red Ale,18.93,1.0581,1.015,5.82,40.49,15.57,20.82,60,1.0532,80,Partial Mash
14069,Red Wing Bitter,Irish Red Ale,18.93,1.06,1.015,5.85,0,15.17,20.82,60,1.042,75,All Grain
19236,BPA - JT,Irish Pale Ale,18.93,1.065,1.018,6.1,81.68,11.49,20.82,60,1.059,75,Partial Mash
43385,Black Spot,Irish Dry Stout,18.93,1.039,1.011,3.69,51.94,37.19,20.82,60,1.035,70,All Grain
71247,ZTest,Irish Red Ale,18.93,1.045,1.011,4.45,24.23,12.05,20.82,60,1.041,70,All Grain
15090,Irish Red Ale,Irish Red Ale,18.93,1.045,1.01,4.52,25.19,10.06,20.82,60,1.041,70,All Grain
45846,O'Tsimshean,Irish Red Ale,18.93,1.055,1.014,5.41,27.7,14.03,20.82,60,1.05,70,All Grain
48457,GF Belgian Ale,Irish Pale Ale,18.93,1.062,1.019,5.71,36.77,3.66,20.82,60,1.056,70,Partial Mash
445,"Spotted Cow  ""Clone""",Irish Cream Ale,18.93,1.049,1.013,4.7,0,4.2,21.65,60,1.042,75,Partial Mash
59345,Posse In Effect,Irish Red Ale,18.93,1.051,1.012,5.14,24.69,15.93,21.65,60,1.045,70,All Grain
8295,Wet Duck Wilco Tango Foxtrot Irish Cream Ale,Irish Cream Ale,18.93,1.05,1.015,4.52,0,3.8,22.14,60,1.042,73,All Grain
68442,Greystone Grisette,Irish Pale Ale,18.93,1.04,1.008,4.18,17.04,3.29,22.26,60,1.034,72.9,All Grain
40383,Simple Irish,Irish Dry Stout,18.93,1.043,1.012,4.03,42.94,30.4,22.71,60,1.036,80,BIAB
24072,Honey Irish Cream Ale (B5) Oct 2016,Irish Cream Ale,18.93,1.06,1.02,5.28,24.43,3.06,22.71,60,1.05,80,Partial Mash
41549,Belgian Pale Ale,Irish Pale Ale,18.93,1.056,1.014,5.55,51.01,10.75,22.71,60,1.046,80,All Grain
68339,Either Oar,Irish Pale Ale,18.93,1.052,1.012,5.2,32.52,5.33,22.71,90,1.043,77,All Grain
47402,NB Irish Cream Ale,Irish Cream Ale,18.93,1.044,1.01,4.49,20.23,5.9,22.71,60,1.037,75,BIAB
13289,Mo's Irish Cream Ale1.2,Irish Cream Ale,18.93,1.049,1.011,4.9,0,6.6,22.71,60,1.042,75,Partial Mash
67250,Mi Belgian Ultima,Irish Pale Ale,18.93,1.051,1.013,4.96,28.05,11.37,22.71,60,1.043,75,All Grain
58729,Brian's Belgian Rain,Irish Pale Ale,18.93,1.049,1.009,5.3,21.92,10.33,22.71,60,1.041,75,All Grain
11344,Irish Cream Ale,Irish Cream Ale,18.93,1.05,1.009,5.37,0,3.86,22.71,60,1.042,75,All Grain
38623,St. Paddys Green fizzy,Irish Cream Ale,18.93,1.05,1.008,5.44,18.45,3.96,22.71,60,1.042,75,All Grain
64407,Irish Cream Ale,Irish Cream Ale,18.93,1.052,1.01,5.51,18.89,4.29,22.71,60,1.043,75,All Grain
68690,Dark Irish Red (v.2),Irish Red Ale,18.93,1.061,1.016,5.88,32.23,14.33,22.71,60,1.05,75,All Grain
69511,Tres Mas - Vienna Lager,Irish Lager,18.93,1.06,1.013,6.15,29.34,17.76,22.71,60,1.05,75,Partial Mash
13874,Saint Louis Irish Red,Irish Red Ale,18.93,1.05,1.013,4.91,18.06,12.06,22.71,75,1.042,75,All Grain
6056,Belgian Table Bier,Irish Pale Ale,18.93,1.05,1.013,4.95,0,3.59,22.71,90,1.042,75,All Grain
33251,Lawnmower Irish Cream Ale,Irish Cream Ale,18.93,1.065,1.017,6.29,35.91,3.86,22.71,90,1.054,75,All Grain
13225,Country Girl Creamy Blonde,Irish Cream Ale,18.93,1.05,1.012,4.92,15.64,3.76,22.71,60,1.042,72,All Grain
66662,Competition Irish Stout,Irish Dry Stout,18.93,1.045,1.012,4.33,16.05,29.4,22.71,60,1.038,70,All Grain
23463,Fox Tail Red Ale,Irish Red Ale,18.93,1.05,1.014,4.66,23.08,15.56,22.71,60,1.041,70,Partial Mash
71466,Irish Red Head,Irish Red Ale,18.93,1.051,1.014,4.91,25.79,15.29,22.71,60,1.043,70,BIAB
64117,Patersvaatje Refectory Ale,Irish Pale Ale,18.93,1.05,1.012,4.92,32.27,4.59,22.71,60,1.042,70,All Grain
52841,Hoppy Irish Cream Ale,Irish Cream Ale,18.93,1.048,1.01,5,13.14,4.01,22.71,60,1.04,70,All Grain
55782,Belgian Pale Ale w/ honey,Irish Pale Ale,18.93,1.051,1.012,5.11,70.86,5.83,22.71,60,1.043,70,All Grain
30590,Irish Cream Ale,Irish Cream Ale,18.93,1.049,1.009,5.32,22.16,4.25,22.71,60,1.041,70,All Grain
53732,Irish Ale,Irish Red Ale,18.93,1.056,1.015,5.35,34.63,28.38,22.71,60,1.047,70,All Grain
39573,Westmalle Extra,Irish Pale Ale,18.93,1.054,1.013,5.42,35.03,4.27,22.71,60,1.045,70,All Grain
562,Irish Red Ale-BIAB,Irish Red Ale,18.93,1.062,1.02,5.48,28.16,22.28,22.71,60,1.052,70,BIAB
34574,Irish Red Ale,Irish Red Ale,18.93,1.057,1.016,5.5,30.05,14.76,22.71,60,1.048,70,All Grain
15576,Irish Red,Irish Red Ale,18.93,1.058,1.016,5.53,35.23,18.29,22.71,60,1.048,70,All Grain
52055,Hinky Dink India Irish Cream Ale,Irish Cream Ale,18.93,1.056,1.013,5.71,55.4,4.61,22.71,60,1.047,70,All Grain
48707,Irish Red Ale,Irish Red Ale,18.93,1.061,1.015,6.02,36.5,16.84,22.71,60,1.051,70,All Grain
3256,Irish Red Ale,Irish Red Ale,18.93,1.062,1.015,6.06,0,16.68,22.71,60,1.042,70,All Grain
5393,Experimental Brew II - Irish Red - Side by S...,Irish Red Ale,18.93,1.062,1.014,6.28,79.34,21.74,22.71,60,1.042,70,All Grain
53614,Long Time Gone Irish Ale,Irish Red Ale,18.93,1.086,1.024,8.02,17.69,41.92,22.71,60,1.071,70,All Grain
49236,Shannon's Irish Red Ale,Irish Red Ale,18.93,1.05,1.014,4.79,21.52,17.84,22.71,90,1.042,70,All Grain
1656,Unibroue's Raftman clone,Irish Pale Ale,18.93,1.052,1.011,5.36,19.62,9.59,22.71,90,1.043,70,All Grain
30751,Ginger Kid,Irish Red Ale,18.93,1.059,1.017,5.55,30.94,9.56,22.71,90,1.049,70,All Grain
65518,Total Eclipse,Irish Dry Stout,18.93,1.05,1.009,5.4,46.17,35.95,22.71,60,1.042,68,BIAB
12195,Liberty Irish Cream Ale,Irish Cream Ale,18.93,1.046,1.01,4.78,28.25,3.1,22.71,60,1.039,65,All Grain
29558,Ginger Irish Cream Ale,Irish Cream Ale,18.93,1.053,1.012,5.43,18.46,4.16,22.71,60,1.044,65,All Grain
15240,Honey Irish Cream Ale,Irish Cream Ale,18.93,1.054,1.015,5.07,13.28,7.17,22.86,60,1.044,75,All Grain
1809,Negra Modelo Clone,Irish Lager,18.93,1.06,1.015,5.87,0,20.96,23.47,60,1.048,75,All Grain
29167,Barons Red,Irish Red Ale,18.93,1.054,1.013,5.3,22.81,17.8,23.66,60,1.043,80,All Grain
42108,NWR Red,Irish Red Ale,18.93,1.073,1.02,6.87,22.2,19.83,23.66,60,1.058,78,All Grain
54544,Vienna Lager,Irish Lager,18.93,1.051,1.008,5.67,19.49,6,23.66,60,1.041,77,BIAB
62954,Vienna Dublin Connection,Irish Red Ale,18.93,1.052,1.015,4.88,28.16,22.53,23.66,60,1.042,73,All Grain
54015,Vienna Lager,Irish Lager,18.93,1.047,1.012,4.59,14.12,6,23.66,60,1.037,70,BIAB
46445,Germican,Irish Lager,18.93,1.062,1.015,6.15,6.9,15.17,23.66,60,1.05,70,All Grain
388,Cali' Creamin' Clone,Irish Cream Ale,18.93,1.052,1.011,5.38,27.92,6.1,23.66,75,1.042,63,All Grain
9375,BMC Killer,Irish Cream Ale,18.93,1.048,1.008,5.16,20.04,4.62,23.81,60,1.038,63,All Grain
23863,NB Dry Irish Stout,Irish Dry Stout,18.93,1.045,1.013,4.15,52.52,38.75,23.85,60,1.036,70,All Grain
26909,Wabash Cannonball,Irish Cream Ale,18.93,1.055,1.012,5.53,18.55,4.63,24.11,60,1.043,70,All Grain
3685,Red Kilt Celtic Ale,Irish Red Ale,18.93,1.057,1.018,5.19,23.03,15.33,24.23,60,1.045,70,All Grain
